Sample_ID	Batch	Scientific_Name	Date_Added
SAMD00136963	batch2		2026-02-08
SAMD00136967	batch2		2026-02-08
SAMD00136969	batch2		2026-02-08
SAMD00137034	batch2		2026-02-08
SAMD00137048	batch2		2026-02-08
SAMD00137772	batch2		2026-02-08
SAMD00137779	batch2		2026-02-08
SAMD00137837	batch2		2026-02-08
SAMD00137857	batch2		2026-02-08
SAMD00137884	batch2		2026-02-08
SAMD00137897	batch2		2026-02-08
SAMD00137901	batch2		2026-02-08
SAMD00137922	batch2		2026-02-08
SAMD00137958	batch2		2026-02-08
SAMD00137959	batch2		2026-02-08
SAMD00137987	batch2		2026-02-08
SAMD00138040	batch2		2026-02-08
SAMD00138046	batch2		2026-02-08
SAMD00138094	batch2		2026-02-08
SAMD00138157	batch2		2026-02-08
SAMD00138541	batch2		2026-02-08
SAMD00138575	batch2		2026-02-08
SAMD00138576	batch2		2026-02-08
SAMD00141162	batch2		2026-02-08
SAMD00141163	batch2		2026-02-08
SAMD00141168	batch2		2026-02-08
SAMD00142467	batch2		2026-02-08
SAMD00142472	batch2		2026-02-08
SAMD00142501	batch2		2026-02-08
SAMD00142508	batch2		2026-02-08
SAMD00142533	batch2		2026-02-08
SAMD00142537	batch2		2026-02-08
SAMD00142540	batch2		2026-02-08
SAMD00142640	batch2		2026-02-08
SAMD00142693	batch2		2026-02-08
SAMD00142695	batch2		2026-02-08
SAMD00142696	batch2		2026-02-08
SAMD00142733	batch2		2026-02-08
SAMD00142737	batch2		2026-02-08
SAMD00142769	batch2		2026-02-08
SAMD00142772	batch2		2026-02-08
SAMD00142796	batch2		2026-02-08
SAMD00142810	batch2		2026-02-08
SAMD00142844	batch2		2026-02-08
SAMD00142847	batch2		2026-02-08
SAMD00142887	batch2		2026-02-08
SAMD00142905	batch2		2026-02-08
SAMD00142941	batch2		2026-02-08
SAMD00142942	batch2		2026-02-08
SAMD00142944	batch2		2026-02-08
SAMD00142963	batch2		2026-02-08
SAMD00142986	batch2		2026-02-08
SAMD00142991	batch2		2026-02-08
SAMD00142994	batch2		2026-02-08
SAMD00142997	batch2		2026-02-08
SAMD00143002	batch2		2026-02-08
SAMD00143004	batch2		2026-02-08
SAMD00143005	batch2		2026-02-08
SAMD00143018	batch2		2026-02-08
SAMD00143020	batch2		2026-02-08
SAMD00144968	batch2		2026-02-08
SAMD00144973	batch2		2026-02-08
SAMD00144975	batch2		2026-02-08
SAMD00145099	batch2		2026-02-08
SAMD00146149	batch2		2026-02-08
SAMD00146155	batch2		2026-02-08
SAMD00148586	batch2		2026-02-08
SAMD00148926	batch2		2026-02-08
SAMD00148961	batch2		2026-02-08
SAMD00148994	batch2		2026-02-08
SAMD00150856	batch2		2026-02-08
SAMD00151764	batch2		2026-02-08
SAMD00153211	batch2		2026-02-08
SAMD00153215	batch2		2026-02-08
SAMD00153659	batch2		2026-02-08
SAMD00153673	batch2		2026-02-08
SAMD00153686	batch2		2026-02-08
SAMD00153713	batch2		2026-02-08
SAMD00153734	batch2		2026-02-08
SAMD00153747	batch2		2026-02-08
SAMD00153767	batch2		2026-02-08
SAMD00153770	batch2		2026-02-08
SAMD00154419	batch2		2026-02-08
SAMD00155454	batch2		2026-02-08
SAMD00157551	batch2		2026-02-08
SAMD00158980	batch2		2026-02-08
SAMD00159310	batch2		2026-02-08
SAMD00159327	batch2		2026-02-08
SAMD00159389	batch2		2026-02-08
SAMD00161692	batch2		2026-02-08
SAMD00161696	batch2		2026-02-08
SAMD00163858	batch2		2026-02-08
SAMD00164065	batch2		2026-02-08
SAMD00164077	batch2		2026-02-08
SAMD00164099	batch2		2026-02-08
SAMD00164382	batch2		2026-02-08
SAMD00166266	batch2		2026-02-08
SAMD00166270	batch2		2026-02-08
SAMD00166272	batch2		2026-02-08
SAMD00166688	batch2		2026-02-08
SAMD00166936	batch2		2026-02-08
SAMD00166997	batch2		2026-02-08
SAMD00168549	batch2		2026-02-08
SAMD00171474	batch2		2026-02-08
SAMD00171497	batch2		2026-02-08
SAMD00171500	batch2		2026-02-08
SAMD00171514	batch2		2026-02-08
SAMD00171674	batch2		2026-02-08
SAMD00171676	batch2		2026-02-08
SAMD00171851	batch2		2026-02-08
SAMD00171854	batch2		2026-02-08
SAMD00171860	batch2		2026-02-08
SAMD00171893	batch2		2026-02-08
SAMD00173198	batch2		2026-02-08
SAMD00173200	batch2		2026-02-08
SAMD00173201	batch2		2026-02-08
SAMD00173585	batch2		2026-02-08
SAMD00175801	batch2		2026-02-08
SAMD00175806	batch2		2026-02-08
SAMD00175810	batch2		2026-02-08
SAMD00175812	batch2		2026-02-08
SAMD00178100	batch2		2026-02-08
SAMD00178453	batch2		2026-02-08
SAMD00178573	batch2		2026-02-08
SAMD00178586	batch2		2026-02-08
SAMD00178598	batch2		2026-02-08
SAMD00178621	batch2		2026-02-08
SAMD00178888	batch2		2026-02-08
SAMD00178895	batch2		2026-02-08
SAMD00178899	batch2		2026-02-08
SAMD00178907	batch2		2026-02-08
SAMD00178910	batch2		2026-02-08
SAMD00178917	batch2		2026-02-08
SAMD00178924	batch2		2026-02-08
SAMD00178978	batch2		2026-02-08
SAMD00179037	batch2		2026-02-08
SAMD00179056	batch2		2026-02-08
SAMD00179078	batch2		2026-02-08
SAMD00179089	batch2		2026-02-08
SAMD00179110	batch2		2026-02-08
SAMD00179117	batch2		2026-02-08
SAMD00179138	batch2		2026-02-08
SAMD00179143	batch2		2026-02-08
SAMD00179144	batch2		2026-02-08
SAMD00179166	batch2		2026-02-08
SAMD00179459	batch2		2026-02-08
SAMD00179679	batch2		2026-02-08
SAMD00180523	batch2		2026-02-08
SAMD00180562	batch2		2026-02-08
SAMD00180573	batch2		2026-02-08
SAMD00180588	batch2		2026-02-08
SAMD00180594	batch2		2026-02-08
SAMD00180625	batch2		2026-02-08
SAMD00180635	batch2		2026-02-08
SAMD00180637	batch2		2026-02-08
SAMD00180683	batch2		2026-02-08
SAMD00180999	batch2		2026-02-08
SAMD00182520	batch2		2026-02-08
SAMD00182562	batch2		2026-02-08
SAMD00182658	batch2		2026-02-08
SAMD00182668	batch2		2026-02-08
SAMD00186857	batch2		2026-02-08
SAMD00186861	batch2		2026-02-08
SAMD00186869	batch2		2026-02-08
SAMD00186875	batch2		2026-02-08
SAMD00189831	batch2		2026-02-08
SAMD00189832	batch2		2026-02-08
SAMD00190372	batch2		2026-02-08
SAMD00190383	batch2		2026-02-08
SAMD00190431	batch2		2026-02-08
SAMD00190439	batch2		2026-02-08
SAMD00192429	batch2		2026-02-08
SAMD00192491	batch2		2026-02-08
SAMD00192499	batch2		2026-02-08
SAMD00193187	batch2		2026-02-08
SAMD00193223	batch2		2026-02-08
SAMD00194333	batch2		2026-02-08
SAMD00194334	batch2		2026-02-08
SAMD00194335	batch2		2026-02-08
SAMD00194340	batch2		2026-02-08
SAMD00194360	batch2		2026-02-08
SAMD00194370	batch2		2026-02-08
SAMD00194407	batch2		2026-02-08
SAMD00194425	batch2		2026-02-08
SAMD00194462	batch2		2026-02-08
SAMD00194493	batch2		2026-02-08
SAMD00194511	batch2		2026-02-08
SAMD00194527	batch2		2026-02-08
SAMD00194540	batch2		2026-02-08
SAMD00194554	batch2		2026-02-08
SAMD00194572	batch2		2026-02-08
SAMD00194594	batch2		2026-02-08
SAMD00194663	batch2		2026-02-08
SAMD00194664	batch2		2026-02-08
SAMD00194667	batch2		2026-02-08
SAMD00194685	batch2		2026-02-08
SAMD00194701	batch2		2026-02-08
SAMD00194911	batch2		2026-02-08
SAMD00195854	batch2		2026-02-08
SAMD00195924	batch2		2026-02-08
SAMD00196002	batch2		2026-02-08
SAMD00197862	batch2		2026-02-08
SAMD00197951	batch2		2026-02-08
SAMD00197971	batch2		2026-02-08
SAMD00200538	batch2		2026-02-08
SAMD00200545	batch2		2026-02-08
SAMD00201479	batch2		2026-02-08
SAMD00203327	batch2		2026-02-08
SAMD00203422	batch2		2026-02-08
SAMD00203427	batch2		2026-02-08
SAMD00203446	batch2		2026-02-08
SAMD00204449	batch2		2026-02-08
SAMD00204526	batch2		2026-02-08
SAMD00207386	batch2		2026-02-08
SAMD00208604	batch2		2026-02-08
SAMD00208734	batch2		2026-02-08
SAMD00208765	batch2		2026-02-08
SAMD00208773	batch2		2026-02-08
SAMD00210505	batch2		2026-02-08
SAMD00210544	batch2		2026-02-08
SAMD00210554	batch2		2026-02-08
SAMD00210558	batch2		2026-02-08
SAMD00210583	batch2		2026-02-08
SAMD00210591	batch2		2026-02-08
SAMD00210816	batch2		2026-02-08
SAMD00210843	batch2		2026-02-08
SAMD00211545	batch2		2026-02-08
SAMD00211549	batch2		2026-02-08
SAMD00211555	batch2		2026-02-08
SAMD00211563	batch2		2026-02-08
SAMD00211610	batch2		2026-02-08
SAMD00211646	batch2		2026-02-08
SAMD00211650	batch2		2026-02-08
SAMD00213795	batch2		2026-02-08
SAMD00218608	batch2		2026-02-08
SAMD00218610	batch2		2026-02-08
SAMD00220405	batch2		2026-02-08
SAMD00220483	batch2		2026-02-08
SAMD00220505	batch2		2026-02-08
SAMD00220533	batch2		2026-02-08
SAMD00220582	batch2		2026-02-08
SAMD00224632	batch2		2026-02-08
SAMD00225543	batch2		2026-02-08
SAMD00225545	batch2		2026-02-08
SAMD00225553	batch2		2026-02-08
SAMD00229027	batch2		2026-02-08
SAMD00231520	batch2		2026-02-08
SAMD00232449	batch2		2026-02-08
SAMD00232472	batch2		2026-02-08
SAMD00232497	batch2		2026-02-08
SAMD00232524	batch2		2026-02-08
SAMD00232535	batch2		2026-02-08
SAMD00232552	batch2		2026-02-08
SAMD00232577	batch2		2026-02-08
SAMD00232610	batch2		2026-02-08
SAMD00232625	batch2		2026-02-08
SAMD00232646	batch2		2026-02-08
SAMD00232651	batch2		2026-02-08
SAMD00232653	batch2		2026-02-08
SAMD00232660	batch2		2026-02-08
SAMD00233090	batch2		2026-02-08
SAMD00233092	batch2		2026-02-08
SAMD00233512	batch2		2026-02-08
SAMD00233520	batch2		2026-02-08
SAMD00233537	batch2		2026-02-08
SAMD00233541	batch2		2026-02-08
SAMD00233567	batch2		2026-02-08
SAMD00233568	batch2		2026-02-08
SAMD00233597	batch2		2026-02-08
SAMD00233623	batch2		2026-02-08
SAMD00233624	batch2		2026-02-08
SAMD00233640	batch2		2026-02-08
SAMD00233660	batch2		2026-02-08
SAMD00233677	batch2		2026-02-08
SAMD00233678	batch2		2026-02-08
SAMD00234655	batch2		2026-02-08
SAMD00235358	batch2		2026-02-08
SAMD00235359	batch2		2026-02-08
SAMD00235373	batch2		2026-02-08
SAMD00235455	batch2		2026-02-08
SAMD00235461	batch2		2026-02-08
SAMD00235496	batch2		2026-02-08
SAMD00235505	batch2		2026-02-08
SAMD00238691	batch2		2026-02-08
SAMD00242606	batch2		2026-02-08
SAMD00244575	batch2		2026-02-08
SAMD00244603	batch2		2026-02-08
SAMD00244617	batch2		2026-02-08
SAMD00244618	batch2		2026-02-08
SAMD00244646	batch2		2026-02-08
SAMD00244664	batch2		2026-02-08
SAMD00244666	batch2		2026-02-08
SAMD00244668	batch2		2026-02-08
SAMD00244677	batch2		2026-02-08
SAMD00244700	batch2		2026-02-08
SAMD00244703	batch2		2026-02-08
SAMD00244710	batch2		2026-02-08
SAMD00244713	batch2		2026-02-08
SAMD00244717	batch2		2026-02-08
SAMD00244720	batch2		2026-02-08
SAMD00246031	batch2		2026-02-08
SAMD00246635	batch2		2026-02-08
SAMD00246637	batch2		2026-02-08
SAMD00246639	batch2		2026-02-08
SAMD00246914	batch2		2026-02-08
SAMD00246994	batch2		2026-02-08
SAMD00247016	batch2		2026-02-08
SAMD00247037	batch2		2026-02-08
SAMD00247038	batch2		2026-02-08
SAMD00247067	batch2		2026-02-08
SAMD00247080	batch2		2026-02-08
SAMD00247135	batch2		2026-02-08
SAMD00247221	batch2		2026-02-08
SAMD00247223	batch2		2026-02-08
SAMD00247229	batch2		2026-02-08
SAMD00247247	batch2		2026-02-08
SAMD00247259	batch2		2026-02-08
SAMD00247275	batch2		2026-02-08
SAMD00247280	batch2		2026-02-08
SAMD00247287	batch2		2026-02-08
SAMD00247318	batch2		2026-02-08
SAMD00247358	batch2		2026-02-08
SAMD00247390	batch2		2026-02-08
SAMD00247482	batch2		2026-02-08
SAMD00247499	batch2		2026-02-08
SAMD00247530	batch2		2026-02-08
SAMD00247556	batch2		2026-02-08
SAMD00247560	batch2		2026-02-08
SAMD00247577	batch2		2026-02-08
SAMD00248958	batch2		2026-02-08
SAMD00248976	batch2		2026-02-08
SAMD00248985	batch2		2026-02-08
SAMD00249019	batch2		2026-02-08
SAMD00249029	batch2		2026-02-08
SAMD00249038	batch2		2026-02-08
SAMD00249065	batch2		2026-02-08
SAMD00249075	batch2		2026-02-08
SAMD00249098	batch2		2026-02-08
SAMD00250062	batch2		2026-02-08
SAMD00253527	batch2		2026-02-08
SAMD00253534	batch2		2026-02-08
SAMD00253537	batch2		2026-02-08
SAMD00253538	batch2		2026-02-08
SAMD00253540	batch2		2026-02-08
SAMD00253595	batch2		2026-02-08
SAMD00253606	batch2		2026-02-08
SAMD00253609	batch2		2026-02-08
SAMD00253617	batch2		2026-02-08
SAMD00253620	batch2		2026-02-08
SAMD00253626	batch2		2026-02-08
SAMD00253629	batch2		2026-02-08
SAMD00253633	batch2		2026-02-08
SAMD00253644	batch2		2026-02-08
SAMD00253660	batch2		2026-02-08
SAMD00253667	batch2		2026-02-08
SAMD00253668	batch2		2026-02-08
SAMD00253673	batch2		2026-02-08
SAMD00253674	batch2		2026-02-08
SAMD00253683	batch2		2026-02-08
SAMD00253688	batch2		2026-02-08
SAMD00253693	batch2		2026-02-08
SAMD00253695	batch2		2026-02-08
SAMD00253701	batch2		2026-02-08
SAMD00253709	batch2		2026-02-08
SAMD00253711	batch2		2026-02-08
SAMD00253720	batch2		2026-02-08
SAMD00253724	batch2		2026-02-08
SAMD00253736	batch2		2026-02-08
SAMD00253737	batch2		2026-02-08
SAMD00253748	batch2		2026-02-08
SAMD00253754	batch2		2026-02-08
SAMD00253757	batch2		2026-02-08
SAMD00253758	batch2		2026-02-08
SAMD00253760	batch2		2026-02-08
SAMD00253767	batch2		2026-02-08
SAMD00253769	batch2		2026-02-08
SAMD00253777	batch2		2026-02-08
SAMD00253782	batch2		2026-02-08
SAMD00253783	batch2		2026-02-08
SAMD00253791	batch2		2026-02-08
SAMD00253792	batch2		2026-02-08
SAMD00253796	batch2		2026-02-08
SAMD00253798	batch2		2026-02-08
SAMD00253802	batch2		2026-02-08
SAMD00253803	batch2		2026-02-08
SAMD00253805	batch2		2026-02-08
SAMD00253806	batch2		2026-02-08
SAMD00253809	batch2		2026-02-08
SAMD00253818	batch2		2026-02-08
SAMD00253830	batch2		2026-02-08
SAMD00253833	batch2		2026-02-08
SAMD00253838	batch2		2026-02-08
SAMD00254138	batch2		2026-02-08
SAMD00254143	batch2		2026-02-08
SAMD00256241	batch2		2026-02-08
SAMD00260253	batch2		2026-02-08
SAMD00260275	batch2		2026-02-08
SAMD00260297	batch2		2026-02-08
SAMD00260338	batch2		2026-02-08
SAMD00260349	batch2		2026-02-08
SAMD00260352	batch2		2026-02-08
SAMD00260366	batch2		2026-02-08
SAMD00260386	batch2		2026-02-08
SAMD00262249	batch2		2026-02-08
SAMD00262255	batch2		2026-02-08
SAMD00262263	batch2		2026-02-08
SAMD00262278	batch2		2026-02-08
SAMD00262327	batch2		2026-02-08
SAMD00262334	batch2		2026-02-08
SAMD00262351	batch2		2026-02-08
SAMD00262388	batch2		2026-02-08
SAMD00262402	batch2		2026-02-08
SAMD00262435	batch2		2026-02-08
SAMD00263647	batch2		2026-02-08
SAMD00263663	batch2		2026-02-08
SAMD00263711	batch2		2026-02-08
SAMD00263734	batch2		2026-02-08
SAMD00263759	batch2		2026-02-08
SAMD00263761	batch2		2026-02-08
SAMD00263767	batch2		2026-02-08
SAMD00263778	batch2		2026-02-08
SAMD00263790	batch2		2026-02-08
SAMD00263792	batch2		2026-02-08
SAMD00265716	batch2		2026-02-08
SAMD00269940	batch2		2026-02-08
SAMD00271512	batch2		2026-02-08
SAMD00275680	batch2		2026-02-08
SAMD00275725	batch2		2026-02-08
SAMD00275727	batch2		2026-02-08
SAMD00275762	batch2		2026-02-08
SAMD00275767	batch2		2026-02-08
SAMD00276354	batch2		2026-02-08
SAMD00276374	batch2		2026-02-08
SAMD00278402	batch2		2026-02-08
SAMD00278403	batch2		2026-02-08
SAMD00278408	batch2		2026-02-08
SAMD00278412	batch2		2026-02-08
SAMD00278419	batch2		2026-02-08
SAMD00278433	batch2		2026-02-08
SAMD00278441	batch2		2026-02-08
SAMD00278449	batch2		2026-02-08
SAMD00278461	batch2		2026-02-08
SAMD00278463	batch2		2026-02-08
SAMD00278478	batch2		2026-02-08
SAMD00278486	batch2		2026-02-08
SAMD00278505	batch2		2026-02-08
SAMD00278525	batch2		2026-02-08
SAMD00278566	batch2		2026-02-08
SAMD00278594	batch2		2026-02-08
SAMD00278683	batch2		2026-02-08
SAMD00282188	batch2		2026-02-08
SAMD00282194	batch2		2026-02-08
SAMD00282674	batch2		2026-02-08
SAMD00284622	batch2		2026-02-08
SAMD00284633	batch2		2026-02-08
SAMD00284634	batch2		2026-02-08
SAMD00284859	batch2		2026-02-08
SAMD00286475	batch2		2026-02-08
SAMD00287314	batch2		2026-02-08
SAMD00287321	batch2		2026-02-08
SAMD00287327	batch2		2026-02-08
SAMD00287358	batch2		2026-02-08
SAMD00287377	batch2		2026-02-08
SAMD00287388	batch2		2026-02-08
SAMD00287415	batch2		2026-02-08
SAMD00287438	batch2		2026-02-08
SAMD00287809	batch2		2026-02-08
SAMD00290000	batch2		2026-02-08
SAMD00291291	batch2		2026-02-08
SAMD00291297	batch2		2026-02-08
SAMD00291313	batch2		2026-02-08
SAMD00291319	batch2		2026-02-08
SAMD00291349	batch2		2026-02-08
SAMD00291361	batch2		2026-02-08
SAMD00291379	batch2		2026-02-08
SAMD00294890	batch2		2026-02-08
SAMD00319502	batch2		2026-02-08
SAMD00320769	batch2		2026-02-08
SAMD00320775	batch2		2026-02-08
SAMD00320782	batch2		2026-02-08
SAMD00320804	batch2		2026-02-08
SAMD00320824	batch2		2026-02-08
SAMD00320837	batch2		2026-02-08
SAMD00320844	batch2		2026-02-08
SAMD00320897	batch2		2026-02-08
SAMD00320919	batch2		2026-02-08
SAMD00320943	batch2		2026-02-08
SAMD00320947	batch2		2026-02-08
SAMD00320954	batch2		2026-02-08
SAMD00320965	batch2		2026-02-08
SAMD00320967	batch2		2026-02-08
SAMD00320994	batch2		2026-02-08
SAMD00321018	batch2		2026-02-08
SAMD00321024	batch2		2026-02-08
SAMD00321030	batch2		2026-02-08
SAMD00321066	batch2		2026-02-08
SAMD00321068	batch2		2026-02-08
SAMD00321083	batch2		2026-02-08
SAMD00322301	batch2		2026-02-08
SAMD00322308	batch2		2026-02-08
SAMD00324676	batch2		2026-02-08
SAMD00326079	batch2		2026-02-08
SAMD00326097	batch2		2026-02-08
SAMD00327783	batch2		2026-02-08
SAMD00328189	batch2		2026-02-08
SAMD00328193	batch2		2026-02-08
SAMD00328197	batch2		2026-02-08
SAMD00328214	batch2		2026-02-08
SAMD00328220	batch2		2026-02-08
SAMD00330187	batch2		2026-02-08
SAMD00332025	batch2		2026-02-08
SAMD00332030	batch2		2026-02-08
SAMD00389757	batch2		2026-02-08
SAMD00389848	batch2		2026-02-08
SAMD00389852	batch2		2026-02-08
SAMD00389855	batch2		2026-02-08
SAMD00389857	batch2		2026-02-08
SAMD00389872	batch2		2026-02-08
SAMD00391124	batch2		2026-02-08
SAMD00391664	batch2		2026-02-08
SAMD00392267	batch2		2026-02-08
SAMD00392276	batch2		2026-02-08
SAMD00392279	batch2		2026-02-08
SAMD00392738	batch2		2026-02-08
SAMD00392747	batch2		2026-02-08
SAMD00392762	batch2		2026-02-08
SAMD00392803	batch2		2026-02-08
SAMD00393426	batch2		2026-02-08
SAMD00393433	batch2		2026-02-08
SAMD00393456	batch2		2026-02-08
SAMD00393483	batch2		2026-02-08
SAMD00393484	batch2		2026-02-08
SAMD00393506	batch2		2026-02-08
SAMD00393516	batch2		2026-02-08
SAMD00393543	batch2		2026-02-08
SAMD00393555	batch2		2026-02-08
SAMD00393559	batch2		2026-02-08
SAMD00393586	batch2		2026-02-08
SAMD00394460	batch2		2026-02-08
SAMD00394852	batch2		2026-02-08
SAMD00394854	batch2		2026-02-08
SAMD00396797	batch2		2026-02-08
SAMD00396836	batch2		2026-02-08
SAMD00396863	batch2		2026-02-08
SAMD00396882	batch2		2026-02-08
SAMD00396889	batch2		2026-02-08
SAMD00397212	batch2		2026-02-08
SAMD00397239	batch2		2026-02-08
SAMD00397285	batch2		2026-02-08
SAMD00397309	batch2		2026-02-08
SAMD00397354	batch2		2026-02-08
SAMD00397929	batch2		2026-02-08
SAMD00399252	batch2		2026-02-08
SAMD00399286	batch2		2026-02-08
SAMD00399295	batch2		2026-02-08
SAMD00399299	batch2		2026-02-08
SAMD00399323	batch2		2026-02-08
SAMD00399325	batch2		2026-02-08
SAMD00399328	batch2		2026-02-08
SAMD00399335	batch2		2026-02-08
SAMD00399357	batch2		2026-02-08
SAMD00399373	batch2		2026-02-08
SAMD00399384	batch2		2026-02-08
SAMD00399396	batch2		2026-02-08
SAMD00400958	batch2		2026-02-08
SAMD00402132	batch2		2026-02-08
SAMD00402134	batch2		2026-02-08
SAMD00402144	batch2		2026-02-08
SAMD00405472	batch2		2026-02-08
SAMD00405494	batch2		2026-02-08
SAMD00405528	batch2		2026-02-08
SAMD00406373	batch2		2026-02-08
SAMD00407105	batch2		2026-02-08
SAMD00407106	batch2		2026-02-08
SAMD00407362	batch2		2026-02-08
SAMD00411963	batch2		2026-02-08
SAMD00411983	batch2		2026-02-08
SAMD00411987	batch2		2026-02-08
SAMD00411988	batch2		2026-02-08
SAMD00411989	batch2		2026-02-08
SAMD00412006	batch2		2026-02-08
SAMD00412042	batch2		2026-02-08
SAMD00412051	batch2		2026-02-08
SAMD00412083	batch2		2026-02-08
SAMD00412108	batch2		2026-02-08
SAMD00412145	batch2		2026-02-08
SAMD00412149	batch2		2026-02-08
SAMD00412179	batch2		2026-02-08
SAMD00412182	batch2		2026-02-08
SAMD00412199	batch2		2026-02-08
SAMD00412202	batch2		2026-02-08
SAMD00412208	batch2		2026-02-08
SAMD00412214	batch2		2026-02-08
SAMD00412223	batch2		2026-02-08
SAMD00412607	batch2		2026-02-08
SAMD00412628	batch2		2026-02-08
SAMD00412632	batch2		2026-02-08
SAMD00412784	batch2		2026-02-08
SAMD00422606	batch2		2026-02-08
SAMD00422621	batch2		2026-02-08
SAMD00422638	batch2		2026-02-08
SAMD00422639	batch2		2026-02-08
SAMD00424289	batch2		2026-02-08
SAMD00425625	batch2		2026-02-08
SAMD00428859	batch2		2026-02-08
SAMD00428868	batch2		2026-02-08
SAMD00437592	batch2		2026-02-08
SAMD00437596	batch2		2026-02-08
SAMD00437605	batch2		2026-02-08
SAMD00442649	batch2		2026-02-08
SAMD00442862	batch2		2026-02-08
SAMD00443662	batch2		2026-02-08
SAMD00449338	batch2		2026-02-08
SAMD00449371	batch2		2026-02-08
SAMD00449376	batch2		2026-02-08
SAMD00452377	batch2		2026-02-08
SAMD00466557	batch2		2026-02-08
SAMD00466613	batch2		2026-02-08
SAMD00466908	batch2		2026-02-08
SAMD00466916	batch2		2026-02-08
SAMD00466952	batch2		2026-02-08
SAMD00467307	batch2		2026-02-08
SAMD00467315	batch2		2026-02-08
SAMD00467377	batch2		2026-02-08
SAMD00467382	batch2		2026-02-08
SAMD00467389	batch2		2026-02-08
SAMD00467396	batch2		2026-02-08
SAMD00467460	batch2		2026-02-08
SAMD00467465	batch2		2026-02-08
SAMD00467466	batch2		2026-02-08
SAMD00467485	batch2		2026-02-08
SAMD00467509	batch2		2026-02-08
SAMD00467534	batch2		2026-02-08
SAMD00467564	batch2		2026-02-08
SAMD00468441	batch2		2026-02-08
SAMD00489350	batch2		2026-02-08
SAMD00489355	batch2		2026-02-08
SAMD00489357	batch2		2026-02-08
SAMD00489366	batch2		2026-02-08
SAMD00489369	batch2		2026-02-08
SAMD00489401	batch2		2026-02-08
SAMD00489404	batch2		2026-02-08
SAMD00489418	batch2		2026-02-08
SAMD00489423	batch2		2026-02-08
SAMD00489438	batch2		2026-02-08
SAMD00489450	batch2		2026-02-08
SAMD00489466	batch2		2026-02-08
SAMD00489500	batch2		2026-02-08
SAMD00489512	batch2		2026-02-08
SAMD00489570	batch2		2026-02-08
SAMD00489578	batch2		2026-02-08
SAMD00489585	batch2		2026-02-08
SAMD00489589	batch2		2026-02-08
SAMD00489609	batch2		2026-02-08
SAMD00489611	batch2		2026-02-08
SAMD00489623	batch2		2026-02-08
SAMD00489628	batch2		2026-02-08
SAMD00489629	batch2		2026-02-08
SAMD00489633	batch2		2026-02-08
SAMD00489635	batch2		2026-02-08
SAMD00489648	batch2		2026-02-08
SAMD00489685	batch2		2026-02-08
SAMD00489687	batch2		2026-02-08
SAMD00489702	batch2		2026-02-08
SAMD00489709	batch2		2026-02-08
SAMD00489723	batch2		2026-02-08
SAMD00489726	batch2		2026-02-08
SAMD00489727	batch2		2026-02-08
SAMD00489737	batch2		2026-02-08
SAMD00489751	batch2		2026-02-08
SAMD00489786	batch2		2026-02-08
SAMD00489789	batch2		2026-02-08
SAMD00489806	batch2		2026-02-08
SAMD00489818	batch2		2026-02-08
SAMD00489821	batch2		2026-02-08
SAMD00489822	batch2		2026-02-08
SAMD00489825	batch2		2026-02-08
SAMD00489925	batch2		2026-02-08
SAMD00491701	batch2		2026-02-08
SAMD00491702	batch2		2026-02-08
SAMD00491712	batch2		2026-02-08
SAMD00491756	batch2		2026-02-08
SAMD00492884	batch2		2026-02-08
SAMD00492901	batch2		2026-02-08
SAMD00492909	batch2		2026-02-08
SAMD00494427	batch2		2026-02-08
SAMD00494459	batch2		2026-02-08
SAMD00494955	batch2		2026-02-08
SAMD00495712	batch2		2026-02-08
SAMD00495731	batch2		2026-02-08
SAMD00495732	batch2		2026-02-08
SAMD00495751	batch2		2026-02-08
SAMD00495876	batch2		2026-02-08
SAMD00495877	batch2		2026-02-08
SAMD00495960	batch2		2026-02-08
SAMD00495973	batch2		2026-02-08
SAMD00495976	batch2		2026-02-08
SAMD00497411	batch2		2026-02-08
SAMD00497473	batch2		2026-02-08
SAMD00497497	batch2		2026-02-08
SAMD00497505	batch2		2026-02-08
SAMD00497539	batch2		2026-02-08
SAMD00497543	batch2		2026-02-08
SAMD00497601	batch2		2026-02-08
SAMD00497613	batch2		2026-02-08
SAMD00497617	batch2		2026-02-08
SAMD00497621	batch2		2026-02-08
SAMD00497622	batch2		2026-02-08
SAMD00497649	batch2		2026-02-08
SAMD00497658	batch2		2026-02-08
SAMD00497659	batch2		2026-02-08
SAMD00497663	batch2		2026-02-08
SAMD00497747	batch2		2026-02-08
SAMD00497759	batch2		2026-02-08
SAMD00497767	batch2		2026-02-08
SAMD00497773	batch2		2026-02-08
SAMD00497783	batch2		2026-02-08
SAMD00497797	batch2		2026-02-08
SAMD00497828	batch2		2026-02-08
SAMD00497896	batch2		2026-02-08
SAMD00497935	batch2		2026-02-08
SAMD00497955	batch2		2026-02-08
SAMD00497985	batch2		2026-02-08
SAMD00497988	batch2		2026-02-08
SAMD00498045	batch2		2026-02-08
SAMD00498068	batch2		2026-02-08
SAMD00498099	batch2		2026-02-08
SAMD00498126	batch2		2026-02-08
SAMD00498145	batch2		2026-02-08
SAMD00498216	batch2		2026-02-08
SAMD00498217	batch2		2026-02-08
SAMD00498227	batch2		2026-02-08
SAMD00498235	batch2		2026-02-08
SAMD00498276	batch2		2026-02-08
SAMD00498305	batch2		2026-02-08
